run_id,timestamp,db_host,tenant,database,workload,operation,elapsed_ms,qps_or_tps,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_count,rows_inserted,rows_read,rows_updated,notes
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,125.094,,,,,,0,0,50,0,step=108
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,105.934,,,,,,0,0,50,0,step=109
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,221.978,,,,,,0,0,50,0,step=110
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,134.222,,,,,,0,0,50,0,step=111
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,125.423,,,,,,0,0,50,0,step=112
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,113.144,,,,,,0,0,50,0,step=113
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,112.412,,,,,,0,0,50,0,step=114
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,117.139,,,,,,0,0,50,0,step=115
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,124.051,,,,,,0,0,50,0,step=116
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,131.331,,,,,,0,0,50,0,step=117
real_week2_20260702_153400,2026-07-02T07:34:31Z,100.83.22.21,test,week2_bench_wang,lightweight_real_sql,range_select,127.178,,,,,,0,0,50,0,step=118
